worry_pers_crime,eff_justice,worry_prop_crime,conf_police
-0.147196501,-1.982072115,-1.5426394939999999,-2.229201794
-1.272268295,-0.696247637,1.655342102,-0.210769415
1.207290292,-0.158815429,-0.500072598,0.54327786
-1.005981326,0.368824571,1.0367801189999999,0.687188208
-0.649949193,0.865519881,0.566313267,-0.860753775
-0.515802562,-0.953467071,0.149744168,-0.210769415
-0.562125385,0.875235617,1.692162514,-0.547280133
0.142613605,0.382945418,-0.401049286,0.464670956
0.263414681,0.861199141,-0.560513198,0.299590319
3.074382782,-0.975333333,0.222653911,-0.075158469
0.081396736,0.334327698,-1.493537664,0.077073075
0.114437543,0.147815689,0.539210796,-1.362366915
-0.318012685,-0.943443537,1.16490078,0.242153704
0.079981066,-0.177429423,-0.300894111,-0.627085567
-1.257437825,0.332349509,0.972187281,1.382213712
0.192153022,0.595040381,0.414396554,-0.3566975
-0.103775673,1.664441228,-0.060773041,0.737076819
-0.099326767,-0.7359339,-0.401692927,0.05370184
-0.078836858,1.11809504,0.506735623,0.687188208
-1.049402237,1.10950458,-0.445086241,2.059285164
-0.155502498,0.581772447,-0.648386896,0.687188208
-0.625010371,0.084044002,1.133821964,-0.9493801
0.511219621,0.595040381,-2.093432903,0.485454649
-0.912746429,-0.158815429,0.335602313,-1.251871467
1.228737831,-1.467615724,0.708061993,-2.008315802
-0.14172186,-0.145547509,-0.05160502,-1.504259467
-0.900425076,0.104636185,-1.544810176,0.687188208
-0.522692859,-0.435442805,-0.148646772,-0.905794919
-1.593824863,-0.16426149,0.505872667,-0.210769415
0.331186652,-0.171991199,-0.686149955,-1.265940905
-0.900425076,-0.681870103,-1.544810176,-0.034537867
-0.155502498,0.107343316,-0.648386896,-0.606301904
-1.148230076,0.571295977,-0.011890466,0.262937397
2.144275665,-0.713752031,-0.738022923,-2.057005882
0.263414681,-0.194165215,-0.560513198,-1.350829482
-0.658051193,0.869781733,-0.898926497,0.242153704
-0.33378458,0.605063915,1.082768559,0.493389249
0.497147352,0.806690216,-0.53689301,1.191631079
-1.340292811,-0.18022871,1.122483134,-0.005819552
-0.25640589,0.617214382,-0.767208755,0.687188208
-1.383713603,-1.231776357,-0.359383255,1.80968082
-0.031049896,0.889264286,0.789661825,-0.263487726
-1.159821749,0.333466947,-0.627857268,0.90970546
-1.14133966,0.099197969,0.286500484,-0.603085577
-1.853221416,-1.473053932,1.422825575,0.283721089
0.263414681,-0.728905976,-0.560513198,0.687188208
1.880951166,0.088721484,1.371260405,0.089922152
-0.421789467,0.581062794,-0.029824939,1.836768031
0.538829386,0.595040381,2.118119001,0.215066537
-0.522692859,-1.489789724,-0.148646772,-0.202834785
0.142613605,1.126240373,-0.401049286,1.604730964
-0.587064207,0.040103763,1.124653935,-1.516743779
-1.638408899,-0.695898771,0.875145555,0.048787389
-1.148230076,1.573465109,-0.011890466,1.61588192
-0.758176386,-0.682987571,-0.496139556,-0.182051092
0.990036309,0.305145055,-0.591703355,0.215066537
-0.006076746,1.86179781,-0.802797318,2.059285164
-0.788979828,0.115933768,0.469915181,-0.55521476299999994
-0.006363533,-0.172851935,0.698674679,-0.9652493
-0.590026736,0.337026983,-0.366067499,-0.260658026
-1.166712046,1.664441228,-0.926248252,0.501323879
-0.148612171,1.172158837,-0.349995971,-0.684908867
-0.526344359,-0.710199833,-1.746159434,0.2346517
-0.376952976,0.626930118,0.259397984,0.493389249
2.008642673,0.333466947,1.510187507,0.687188208
-1.148230076,-0.158815429,-0.011890466,0.493389249
-0.148612171,-1.223630905,-0.349995971,-0.432088137
0.019010343,-0.963174999,2.120070457,-0.433286667
0.263414681,0.337026983,-0.560513198,0.493389249
0.485117584,1.402867794,-0.809802294,-0.21870403
2.87319231,0.85193634,-1.940166593,-0.151747629
0.613329828,-0.963174999,-0.155912474,0.880987108
1.124435425,-0.951588869,-0.349776685,-0.157664478
0.263414681,-0.470892608,-0.560513198,-0.684908867
-0.25640589,-0.963174999,-0.767208755,-1.33124423
-0.609199286,-0.963174999,-1.595863461,0.24378486
0.793362796,-0.44760114,-1.563195348,-0.037754171
-0.130130172,1.651265502,0.564361811,0.609400511
-0.933255613,0.35217309,1.887215018,0.687188208
-0.739694417,-0.948028862,0.418218225,-1.051336408
1.827688098,-0.935962677,-0.611347198,-2.168594837
0.149503931,0.36891675,-0.102658331,-0.800100863
0.648037195,-0.150670081,1.13404119,-0.053988159
-0.900425076,-1.982072115,-1.544810176,0.23585023
1.05317378,-1.747803092,0.625133038,-2.08611083
1.649393797,0.080583975,-0.377209812,0.120658234
-1.166712046,-0.175551221,-0.926248252,0.215066537
0.74346441,-0.180673808,-0.446818441,0.511472404
-0.714755595,-0.935962677,0.985726893,-0.711609364
0.275006354,-0.407120913,0.055453647,-0.432088137
0.803365409,-1.251960635,1.175684333,0.940008879
0.416043341,0.626922309,-0.062724516,-0.15376541
2.37112999,-0.158815429,0.484224439,0.270872027
-1.042511821,0.075453557,-0.146695301,0.040852766
-1.148230076,-0.681870103,-0.011890466,-1.58286643
-0.651160836,-1.982072115,-0.600535512,-0.684908867
-0.110665999,-0.135071009,-0.35916397,-0.606301904
-0.016471872,-0.962057531,-0.55198884,-2.480823994
-0.89353472,-0.452186465,-1.246419191,-0.441221267
-0.653349817,-0.433572471,-0.581350565,0.184763074
2.574026346,-1.44387126,-0.907567441,-2.924659967
0.311974913,-1.211480498,0.89587158,-0.398264885
1.389223933,-0.686455429,-0.633715451,-0.634587586
0.229120031,0.864666998,1.046167493,0.187979385
1.922134638,2.210787296,-0.145676285,1.11143899
1.655595183,0.585332453,-0.185610101,0.370262653
1.742101669,-0.953467071,1.261606693,-1.77666533
-0.857004225,0.365356714,-0.062943779,-0.828819156
-0.444977373,-0.439002842,-0.273460984,0.687188208
0.079981066,-0.723467767,-0.300894111,0.959594071
1.250711083,-1.211480498,0.981793821,-2.537448645
-1.005981326,0.907117546,1.0367801189999999,0.437583804
0.225468501,0.819601476,-0.55134517,1.023334146
-0.788979828,-1.982072115,0.469915181,-1.109546304
-0.148612171,0.310583264,-0.349995971,0.299590319
-0.522692859,0.080576129,-0.148646772,0.938810349
-0.522692859,0.879813135,-0.148646772,-0.435304433
0.204181209,-1.982072115,0.478658825,-1.3583314419999999
-0.193085834,0.891871452,0.645018995,1.212414742
-0.377205402,-1.747803092,-0.3990978,-0.684908867
1.965556979,-1.208031893,1.544837117,-0.684908867
0.696889102,-1.707322836,0.437104166,-1.3811328409999999
-0.782089472,-1.201004028,0.768306136,-1.223153114
0.099192783,1.398282528,-1.882915735,1.857551694
-1.593824863,0.355640978,0.505872667,0.687188208
-0.89353472,0.337787718,-1.246419191,0.938810349
-0.900425076,0.889264286,-1.544810176,0.283721089
-0.900425076,1.640696764,-1.544810176,0.687188208
0.480576515,-1.747803092,1.110760331,0.773729742
-0.204354391,-1.206895113,0.048550133,-0.103876784
1.869359493,0.075453557,0.755293608,-0.524478674
-0.116783038,0.049009856,0.515903652,0.240568548
2.476410151,-0.713752031,0.692477167,-2.732446194
-0.14172186,0.062277783,-0.05160502,0.54327786
0.109298125,-0.420296699,0.564692438,-1.300940752
-0.522692859,-0.447593302,-0.148646772,0.048787389
-0.671831846,2.684455872,-1.495708346,1.390148282
0.263414681,0.355648816,-0.560513198,0.291655719
-0.602308929,1.664441228,-1.297472596,1.857551694
2.43376255,1.123533249,0.384069294,0.06913846
-0.376952976,0.328889459,0.259397984,-0.132595092
1.427254438,0.337026983,0.423783839,-0.656190515
-0.522692859,-1.457899928,-0.148646772,-1.302525997
1.281514525,-0.993947268,0.015739093,-0.230354577
-0.231467068,-0.424974173,-0.199700072,-1.222333908
1.29956305,0.345617414,0.284856796,0.687188208
1.16238153,-1.733766556,-0.358944714,0.54327786
-0.522692859,-1.255520701,-0.148646772,0.063221611
-1.309528589,-1.462485313,2.968245983,-1.753098011
-0.330630124,-0.190705195,-1.283020377,0.021267606
1.491625786,-0.168523327,-0.849516809,-0.468308449
1.604485154,-0.997507334,-0.236081958,-1.108726978
0.939262986,0.314852953,1.082987905,-0.124660477
-1.631518483,0.851491213,1.17353642,0.745011449
-0.283970505,1.605347037,-1.100275636,1.556860089
0.623098373,-0.971773267,0.566532552,0.464670956
0.263414681,0.875227809,-0.560513198,-0.433286667
-0.522692859,0.595040381,-0.148646772,-0.210769415
0.195552096,-0.433564633,1.353413343,-0.326394022
0.920780957,-0.190705195,0.168630108,-1.100792408
0.464603603,0.337026983,1.393660188,-0.103876784
0.52970165,0.337026983,-1.179075122,0.687188208
0.270305008,-0.145547509,-0.262122244,-0.922862709
0.641146898,-0.962057531,0.835650265,0.485454649
0.034819894,1.398282528,-0.818262041,-0.210769415
0.731872737,0.595040381,-1.062785268,0.485454649
0.709009469,1.664441228,-1.078276277,0.687188208
1.763641357,0.35106349,0.890098453,-0.353481203
-0.66494149,-0.745641828,-1.197317362,0.995814383
0.882496595,0.611776173,-0.141773343,0.687188208
-0.857004225,0.080899619,-0.062943779,0.687188208
-1.085597515,-0.190705195,-0.112045623,0.687188208
1.761565804,-0.182106897,0.338080853,1.36306119
0.457714826,1.398282528,1.303916335,1.189613342
-0.886644423,-1.747803092,-0.948028326,0.262937397
-0.522692859,0.075453557,-0.148646772,-0.210769415
0.554640472,0.608216166,-0.611566484,0.687188208
0.192589521,-1.238784909,-0.137308002,0.241767079
0.148730651,0.107343316,-1.276116848,0.270872027
1.309607863,-0.158815429,-1.782541275,-0.124660477
-0.408008814,-0.158815429,0.566956937,-1.3300457
-0.664779663,0.337026983,1.249468088,0.745011449
-0.900425076,-0.667841434,-1.544810176,-1.533797026
-0.572506964,-1.432573676,2.034397602,-2.287457705
-0.89353472,1.664441228,-1.246419191,0.946744978
-1.005981326,0.598508239,1.0367801189999999,-0.906993449
-0.522692859,0.626930118,-0.148646772,0.0420513
-0.900425076,-0.189579889,-1.544810176,0.283721089
-0.81391865,-1.715913296,-0.097593457,0.485454649
-0.900425076,-0.203880966,-1.544810176,0.938810349
-0.173550993,2.418297052,-0.917504609,1.836768031
0.405663311,-0.686455429,0.488157481,-2.722926378
0.606852233,-1.472193122,2.442330837,-3.429102898
-0.668431222,-0.194265217,-0.348044485,0.242153704
-0.522692859,0.883373141,-0.148646772,0.242153704
-0.439837962,-0.424974173,-0.298942655,-0.46200496
0.578261912,0.577187121,0.277309626,0.514559567
-2.126398802,-0.97262615,1.742996573,0.687188208
-0.699234605,0.875227809,0.618010283,0.938810349
-0.554521978,-0.201173827,-1.014546394,-0.374264896
-0.117556319,-0.158815429,-0.657554924,-0.684908867
-0.219873846,-0.466215134,0.624913752,-0.257055104
0.015609723,-0.158815429,0.972406566,-0.684908867
-1.074005842,1.10950458,0.503921211,0.184763074
-0.373715729,1.407545328,-1.248370767,0.283721089
0.295243829,-0.457309037,0.305386424,-0.627085567
2.776266575,-0.187145174,-0.024683716,0.464670956
-0.153061092,-1.231776357,-0.009076062,-0.240306959
1.05317378,0.654142439,0.625133038,-0.265376359
-0.110665999,0.382945418,-0.35916397,0.038834997
-0.66494149,-1.237924218,-1.197317362,0.211850241
0.462091506,-1.472193122,1.393347263,-0.236271426
-0.515802562,-0.681870103,0.149744168,-1.603650093
1.91889739,-0.632799447,1.362092376,-2.057005882
-0.687642932,-0.166960776,1.233977079,-1.722361922
0.046665579,-0.705161572,0.664847612,-0.354679734
1.607723951,-0.917256534,-1.535203695,-0.005819552
-0.930016816,-0.434417516,0.58809334,-0.682891071
-0.330133051,-0.435534984,2.680281162,-0.294459403
2.352646589,-0.190705195,-0.638780355,-1.300940752
0.263414681,-0.756118298,-0.560513198,-0.433286667
-0.366825402,-1.481644392,-0.949979782,-0.908624589
0.644798398,0.099197969,2.433162928,-0.353481203
0.708757043,0.595040381,-1.73677206,0.493389249
-1.398799539,1.374545932,0.862220466,0.485454649
-0.290699005,-0.704044163,1.048118949,0.745011449
1.193509698,2.717106342,-1.096854448,1.836768031
0.888951838,0.595040381,-0.697269499,-0.433286667
-0.062105753,0.10275799,1.097220778,-0.849602818
-0.327667564,-0.951588869,0.207700998,-0.654605389
0.263414681,1.38425386,-0.560513198,0.687188208
1.394375443,-1.982072115,0.837821007,-2.924659967
-1.376823306,0.053279538,-0.060992308,0.215066537
-0.414899141,0.099197969,0.268566012,0.0420513
0.263414681,-0.673279643,-0.560513198,-0.855906308
-0.365613729,-0.461986512,0.216869026,-0.103876784
0.795263469,-0.659243166,-0.289555371,-0.103876784
1.536462307,0.595040381,-0.560293913,0.464670956
-0.14172186,-0.420388848,-0.05160502,-0.103876784
-0.399183214,-0.962057531,0.315467924,0.464670956
-0.900425076,1.348904014,-1.544810176,1.159309864
0.637495339,0.323759049,-0.761862397,-0.886642396
-0.14172186,0.107343316,-0.05160502,-0.603085577
1.540186048,-0.43901068,0.606867909,0.506238341
0.015609723,0.829317212,0.972406566,0.291655719
-0.900425076,-0.718874633,-1.544810176,-0.210769415
2.591094255,-1.747803092,1.408080816,-1.302958608
0.311974913,-0.424974173,0.89587158,0.147745401
1.464061141,0.595040381,-1.182583809,-0.206051096
-0.082328103,-0.466215134,1.147361517,-1.777484655
1.092606306,0.595040381,-1.215676308,0.485454649
2.591094255,-0.439002842,1.408080816,-2.087309361
1.334546685,3.207510471,-1.215032578,0.687188208
-0.365613729,-0.948028862,0.216869026,0.45515117
0.417531252,0.088721484,-1.685718775,2.059285164
0.263414681,-0.448718578,-0.560513198,-0.241505489
-0.358470947,-1.206895113,1.173755765,0.687188208
0.869740129,0.075453557,0.884752095,0.485454649
-0.900425076,-1.22821629,-1.544810176,0.437583804
0.024238842,-1.720498681,0.097651973,-0.741912842
0.788373113,-0.195282668,-0.587946296,-1.062054753
0.450499833,-0.189587742,0.777380407,0.54327786
-0.414899141,-0.175559074,0.268566012,0.291655719
0.52970165,1.398282528,-1.179075122,-0.404568344
0.199041799,-0.685430169,0.504140496,-0.804819167
-0.283970505,0.36891675,-1.100275636,-1.653538704
0.619173646,1.3756634,0.561918378,0.687188208
-0.33752045,1.659855843,-1.581411362,0.040420145
-0.919474959,0.593922913,2.483996868,-0.87669003
-0.900425076,-0.424974173,-1.544810176,0.687188208
0.717111468,-0.187145174,0.386963427,-0.210769415
0.648037195,1.389692068,1.13404119,-0.684908867
1.397937417,-0.158815429,-0.44180271,-1.110358119
-1.148230076,0.603185713,-0.011890466,0.989897549
-0.89353472,-0.177429423,-1.246419191,0.600281894
-0.414899141,0.062277783,0.268566012,-1.531779289
-0.148612171,0.333466947,-0.349995971,0.493389249
-1.816690922,0.874110341,2.606301069,-0.202834785
-0.962560534,-1.255520701,2.518646479,-3.177480698
-0.44307676,-1.209602237,1.000179052,-1.970077753
-0.522692859,-0.912671208,-0.148646772,-0.627085567
0.263414681,-0.158815429,-0.560513198,-0.63180393
0.270305008,0.080576129,-0.262122244,-1.407833457
-1.51891005,1.11809504,1.33712256,0.291655719
-0.148612171,0.099197969,-0.349995971,0.299590319
0.95234257,-0.190705195,0.075960428,-0.548478663
1.02385819,1.398282528,-0.031806495,0.013332986
-0.219873846,-0.424974173,0.624913752,-1.805383682
-0.148612171,-1.22821629,-0.349995971,-0.188400567
-0.65683949,1.123533249,0.267922342,-1.304543734
-1.30879879,-0.713752031,0.471866667,-1.300940752
1.801335096,-1.22821629,0.22243464,-1.611152172
-0.110665999,-0.177437261,-0.35916397,0.493389249
0.805032015,0.860081673,0.43288964,-0.143426403
-0.287642807,-1.473053932,-0.446394026,-1.329233766
0.161786124,-1.22821629,0.828746736,-0.180465952
-0.671831846,0.337026983,-1.495708346,0.06913846
1.082837701,0.860081673,-1.938121319,0.687188208
-0.818620026,-1.486229658,-0.415169328,0.687188208
0.267066211,-0.728905976,1.036999464,-0.103876784
-0.992891252,-0.480600506,1.318123817,0.299590319
-0.116783038,1.65041256,0.515903652,1.191631079
0.263414681,0.080583975,-0.560513198,0.215066537
-0.339259237,-0.187998056,-0.408265829,-0.625887036
-0.263296217,-0.439002842,-1.06559968,-0.998618066
-0.81391865,0.861199141,-0.097593457,0.184763074
-1.035621524,-0.434425354,0.151695639,1.074421287
-0.171313599,-0.439002842,2.08129859,-0.016970476
-1.383713603,0.101897255,-0.359383255,0.687188208
0.344529241,0.094167545,0.253689438,-0.374264896
-1.234574556,1.664441228,0.987678349,0.685989678
-1.383713603,1.10950458,-0.359383255,-0.499409258
0.480416238,-0.158815429,-1.127378106,0.687188208
-0.110665999,0.337026983,-0.35916397,0.660101056
0.263414681,1.39481461,-0.560513198,0.76579511199999994
-0.103775673,-0.158815429,-0.060773041,-0.627085567
-0.34861508,-0.376356453,1.7659235,-1.44365263
-0.460060298,0.875235617,-0.248801917,-0.520192981
-0.046294656000000003,-0.659243166,-1.632464647,-0.15496394
0.263414681,0.861199141,-0.560513198,1.1613276
-1.040436268,-0.713759899,0.405322313,0.737076819
-0.522692859,0.61722225,-0.148646772,0.06913846
2.364239693,-0.727788568,0.185833499,0.0420513
0.263414681,1.930599928,-0.560513198,1.556860089
-0.110665999,-0.420388848,-0.35916397,-0.684908867
0.480416238,-0.687308311,-1.127378106,-0.684908867
-0.912746429,0.080899619,0.335602313,0.0420513
-0.751286089,0.337026983,-0.197748601,0.687188208
-0.396417141,-0.153692856,1.182923794,1.1613276
1.612426877,0.099197969,-1.008980751,-1.080441356
0.39482981,0.598508239,0.745575726,2.059285164
-0.33378458,-1.223630905,1.082768559,-0.353481203
-0.999091029,-0.217909634,1.335171103,0.687188208
0.746703207,-0.190705195,-1.745940089,0.485454649
-0.212983519,0.617214382,0.923304737,0.283721089
1.086489201,-1.513534069,-0.340608686,0.267784864
0.079981066,-0.421414167,-0.300894111,0.299590319
-1.2276842590000001,-1.982072115,1.286069274,-0.643021822
-1.226634502,-1.747803092,0.00613254,-0.451240659
-0.89353472,-1.499497652,-1.246419191,0.687188208
-1.049402237,0.337787718,-0.445086241,0.493389249
0.480416238,-0.158815429,-1.127378106,-0.103876784
1.506618023,0.613654375,0.914113879,-0.754761934
-0.593954504,-0.479483068,0.826262951,-1.080441356
-0.671831846,-0.46118471,-1.495708346,0.938810349
-0.446728289,0.333466947,-0.59733361,-0.009035856
-0.923126459,0.64798671,0.886484325,0.299590319
0.275444418,-0.190705195,-0.287603885,-1.302525997
0.409154564,-1.251960635,-0.152468428,-0.707277656
0.619011819,-0.989361942,-1.884867191,-0.549297869
-0.959321737,-0.673279643,1.21952486,-1.554148078
0.498898238,0.333466947,-0.213020399,0.06913846
-0.148612171,-0.682987571,-0.349995971,-0.995530903
-0.999091029,-1.982072115,1.335171103,-2.000381231
0.498898238,0.643658102,-0.213020399,0.270872027
-1.085597515,-0.4876284,-0.112045623,0.34947896
-0.522692859,0.094612643,-0.148646772,0.283721089
-1.414516926,0.874467075,0.606671512,-0.151747629
0.895842135,-0.158815429,-0.398878545,-1.553761482
-0.118971996,1.664441228,0.535088599,0.040852766
-0.231467068,-0.424974173,-0.199700072,0.746596575
-0.522692859,0.328881621,-0.148646772,-0.405766875
-0.89353472,0.581772447,-1.246419191,0.260153711
-0.89353472,0.287291795,-1.246419191,-2.594885349
0.306835502,-1.513534069,0.92135322099999994,0.687188208
0.249017715,-0.452186465,0.767881751,-0.162898555
-0.924866796,0.595040381,1.850982785,-0.175747633
0.015609723,-0.669719636,0.972406566,-0.684908867
-0.436186433,-1.475753188,1.298569918,-0.15496394
2.591094255,-1.720498681,1.408080816,-1.632755041
-0.522692859,0.572156727,-0.148646772,-0.151747629
0.263414681,-1.486229658,-0.560513198,-0.796884537
-1.152931333,-1.449309468,-0.329466343,-1.757080197
2.067874432,0.861199141,0.26236847,0.687188208
-0.900425076,-0.158815429,-1.544810176,-0.441221267
0.267066211,-1.747803092,1.036999464,-0.603085577
-1.111266017,0.350963503,1.816825032,0.242153704
1.538447261,0.382084668,1.780013442,0.737076819
0.315626442,-1.982072115,2.493384123,-1.503060937
2.426872253,0.861199141,0.085678346,1.663752794
1.349538922,-0.190705195,0.548598051,0.485454649
-1.148230076,-0.46118471,-0.011890466,0.437583804
-0.857004225,0.071985684,-0.062943779,-0.172531337
1.24722147,1.325920343,1.831066728,0.678888798
-0.046294656000000003,-0.158815429,-1.632464647,-0.21870403
-1.092487812,-1.233346701,-0.41043657099999997,1.188414812
1.869105458,-0.393084407,-0.111849189,-1.472757459
-0.587064207,0.847931206,1.124653935,0.293673486
1.273574352,-1.44387126,0.997284889,-0.606301904
0.196080774,-0.976350784,-0.777933896,-0.199618489
0.694178998,0.09492828,-0.395121455,-0.491109908
-1.631518483,-0.407120913,1.17353642,-1.745163441
-1.575342774,-1.486229658,1.420230389,-1.722361922
-0.436186433,-0.163400754,1.298569918,-0.711996019
1.063787818,-0.965617537,2.090685844,-0.828386545
0.537006259,-1.715913296,2.224597216,-1.5010432
-0.148612171,-0.971765459,-0.349995971,-1.494739771
1.93669343,0.337026983,0.972714365,0.687188208
-0.219873846,-1.196326494,0.624913752,-0.627085567
0.263414681,0.595040381,-0.560513198,0.437583804
0.263414681,0.861199141,-0.560513198,0.262937397
0.267066211,-0.749201834,1.036999464,-1.502241731
1.235191703,1.448786259,1.558157444,1.212414742
0.717111468,0.603185713,0.386963427,-0.435304433
-0.432947636,-0.433564633,-5.51708e-4,0.215066537
0.554640472,0.086022191,-0.611566484,-0.14544417
-0.582615256,0.328436524,0.783734024,0.938810349
0.076491363,-0.424974173,0.548378825,-0.172531337
-0.155502498,-1.724058628,-0.648386896,-1.83448863
1.602818489,2.435032845,0.506712794,0.687188208
1.498516083,-0.424974173,-0.551125884,-0.103876784
2.154128551,1.645827174,1.051089406,0.416800082
1.94707346,-0.195282668,0.421832383,-2.006684542
-0.002873831,0.102750152,-0.150598243,-0.800100863
0.275006354,-1.20604229,0.055453647,-0.822515666
0.609402061,1.112972498,1.036417961,0.687188208
0.814726055,-0.966642857,-1.421728134,0.959594071
1.015227556,0.878695667,0.634301066,0.959594071
-0.155502498,-0.158815429,-0.648386896,-0.306808859
0.263414681,-0.632799447,-0.560513198,-0.998618066
2.237963915,0.603185713,-1.145737052,0.443887264
-0.739694417,1.651265502,0.418218225,-0.095555551
0.288016737,-0.682987571,-1.718167663,0.773729742
-1.617737889,0.099197969,1.770318389,-0.353481203
0.712408543,-1.20604229,-0.139259487,-0.034537867
-0.631900668,-1.467615724,0.83543098,-0.385415822
-1.123291254,-0.194165215,0.555618167,0.33480823
-0.370062649,1.389692068,0.557788908,0.687188208
0.709171295,-1.251960635,1.368509173,0.485454649
-0.373715729,-1.472193122,-1.248370767,-0.879906297
-0.89353472,0.609076858,-1.246419191,0.077073075
-0.070207737,-0.397669733,-0.368018955,-1.24822247
-0.439837962,-1.486229658,-0.298942655,-1.0784235
-0.714755595,-0.204733863,0.985726893,0.215066537
-0.787481368,-0.190705195,0.135292009,0.725858927
1.037203789,0.089482225,-0.2889117,-0.103876784
-0.721645892,0.595040381,0.687335908,1.3551265
0.146265134,-0.993947268,1.196463346,0.757860541
-0.652024746,0.902440071,0.014295678,-1.804185152
-0.777388155,-0.963174999,1.085882068,0.24378486
-0.144960642,-0.681870103,1.247516632,-0.849602818
0.784721613,0.595040381,-2.185458899,-2.287025213
-0.098636255,1.104919314,-0.086254694,0.485454649
0.11767479,0.586449921,-0.968557894,0.687188208
0.263414681,0.843345881,-0.560513198,0.687188208
1.274624228,-1.486229658,-0.282651842,-0.159682259
-0.287209302,0.075453557,0.198846012,-0.009035856
3.252664804,-0.745641828,-1.508501649,-1.310460567
1.468924284,0.345617414,1.581777692,0.23585023
0.53335315,-0.673279643,0.418437481,-1.108726978
0.110784464,-0.718882442,-1.266948819,-1.747560501
0.405663311,-1.982072115,0.488157481,-0.666142941
-0.242625251,-0.239322916,-0.170426846,0.215066537
-1.160551429,-1.223630905,1.868522048,-1.303345203
0.013535695,0.347503453,0.62903595,-2.279523134
-2.350290537,-0.718429506,2.011470556,-0.353481203
0.779744029,-0.416828841,0.286808282,0.24378486
-0.853351176,0.364239275,1.743215919,-1.049705267
0.662434161,2.494987726,-0.194353715,0.687188208
-0.900425076,0.075453557,-1.544810176,0.715906501
0.305451989,0.337026983,0.893420935,-0.103876784
2.250329018,0.861199141,0.643688321,0.888921738
0.634256542,0.861199141,0.537259281,0.687188208
-0.658051193,-0.167413726,-0.898926497,-0.103876784
2.364239693,-1.237924218,0.185833499,-2.316130161
0.161097154,-0.70328337,0.721955538,-0.620349526
-0.66494149,-1.982072115,-1.197317362,0.283721089
-0.628249168,0.860081673,2.432943583,0.687188208
